class_id,x,y,z
clock,2.478005663938772,-0.13660101612569556,0.9767457984079686
umbrella,2.230115412309063,1.190795285694396,0.27167679966939484
surfboard,2.2485111182327207,1.2142585209829124,0.037884774062441826
suitcase,2.319146859475505,-1.3432640656817323,0.2127752724797052
